Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000025484,ENSPANT00000026719,DUSP3,dual specificity phosphatase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101012797],DUSP3,ENSG00000108861
ENSPANG00000008763,ENSPANT00000003025,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032226,ENSPANT00000039826,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000008785,ENSPANT00000006491,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000009074,ENSPANT00000006545,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000579,ENSPANT00000028059,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032261,ENSPANT00000042480,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000005109,ENSPANT00000028794,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002633,ENSPANT00000006454,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001462,ENSPANT00000024503,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003681,ENSPANT00000018946,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032131,ENSPANT00000031671,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010736,ENSPANT00000002469,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001263,ENSPANT00000027359,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004107,ENSPANT00000005330,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029239,ENSPANT00000046712,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027451,ENSPANT00000014515,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002987,ENSPANT00000007683,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033226,ENSPANT00000053482,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000009289,ENSPANT00000024345,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001516,ENSPANT00000021554,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004493,ENSPANT00000006546,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031748,ENSPANT00000054505,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002016,ENSPANT00000001535,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014301,ENSPANT00000019528,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035368,ENSPANT00000013295,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001651,ENSPANT00000011977,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033504,ENSPANT00000036822,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034119,ENSPANT00000033627,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032420,ENSPANT00000044485,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010996,ENSPANT00000025687,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032598,ENSPANT00000005804,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034074,ENSPANT00000039299,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003059,ENSPANT00000022013,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000005656,ENSPANT00000014239,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032976,ENSPANT00000047813,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004732,ENSPANT00000017720,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000013383,ENSPANT00000016066,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027048,ENSPANT00000004839,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030736,ENSPANT00000026065,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034400,ENSPANT00000040111,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001210,ENSPANT00000024247,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030781,ENSPANT00000031463,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032649,ENSPANT00000039807,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035531,ENSPANT00000039711,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032867,ENSPANT00000037518,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031189,ENSPANT00000040066,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000016278,ENSPANT00000013926,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032790,ENSPANT00000050088,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000011542,ENSPANT00000008494,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031799,ENSPANT00000051429,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002217,ENSPANT00000000509,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027061,ENSPANT00000008484,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035400,ENSPANT00000058978,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031647,ENSPANT00000034155,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000025602,ENSPANT00000028343,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033643,ENSPANT00000043817,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000012155,ENSPANT00000001106,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031056,ENSPANT00000058570,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031159,ENSPANT00000043647,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000016088,ENSPANT00000017512,RBM45,RNA binding motif protein 45 [Source:NCBI gene (formerly Entrezgene);Acc:101026132],RBM45,ENSG00000155636
ENSPANG00000016088,ENSPANT00000038167,RBM45,RNA binding motif protein 45 [Source:NCBI gene (formerly Entrezgene);Acc:101026132],RBM45,ENSG00000155636
ENSPANG00000030099,ENSPANT00000040943,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026665,ENSPANT00000004840,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002835,ENSPANT00000009986,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035603,ENSPANT00000050763,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034822,ENSPANT00000050952,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010841,ENSPANT00000021898,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000009905,ENSPANT00000027790,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000015457,ENSPANT00000016886,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034662,ENSPANT00000032281,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000005149,ENSPANT00000018231,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031576,ENSPANT00000054671,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002055,ENSPANT00000005378,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035667,ENSPANT00000042088,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033218,ENSPANT00000042826,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034634,ENSPANT00000056518,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000023945,ENSPANT00000019095,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029968,ENSPANT00000014362,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000203,ENSPANT00000019367,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001709,ENSPANT00000002465,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032507,ENSPANT00000002677,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014967,ENSPANT00000015610,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002123,ENSPANT00000001143,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010619,ENSPANT00000026369,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033040,ENSPANT00000050380,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035863,ENSPANT00000014123,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035539,ENSPANT00000048698,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026778,ENSPANT00000018478,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000774,ENSPANT00000022576,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002949,ENSPANT00000002627,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035806,ENSPANT00000040528,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001678,ENSPANT00000014015,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003295,ENSPANT00000001384,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000024598,ENSPANT00000033695,WDR81,WD repeat domain 81 [Source:NCBI gene (formerly Entrezgene);Acc:101017571],WDR81,ENSG00000167716
ENSPANG00000024598,ENSPANT00000024217,WDR81,WD repeat domain 81 [Source:NCBI gene (formerly Entrezgene);Acc:101017571],WDR81,ENSG00000167716
ENSPANG00000035511,ENSPANT00000000926,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000006994,ENSPANT00000011533,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000020419,ENSPANT00000026227,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035331,ENSPANT00000013599,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026661,ENSPANT00000000344,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030125,ENSPANT00000039460,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035108,ENSPANT00000058154,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033946,ENSPANT00000031456,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003857,ENSPANT00000026754,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010592,ENSPANT00000010528,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000009158,ENSPANT00000006976,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010783,ENSPANT00000006005,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033952,ENSPANT00000047028,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000013275,ENSPANT00000020603,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002256,ENSPANT00000010073,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003609,ENSPANT00000011335,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000013500,ENSPANT00000003853,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000431,ENSPANT00000015886,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000912,ENSPANT00000007688,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000011999,ENSPANT00000003574,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002536,ENSPANT00000005799,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031479,ENSPANT00000047653,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026917,ENSPANT00000012155,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014650,ENSPANT00000002354,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000017303,ENSPANT00000006401,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035726,ENSPANT00000003028,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004429,ENSPANT00000012161,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035401,ENSPANT00000051475,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031640,ENSPANT00000041858,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001652,ENSPANT00000021359,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032864,ENSPANT00000023352,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030120,ENSPANT00000057865,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000011273,ENSPANT00000027571,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002711,ENSPANT00000021405,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010887,ENSPANT00000011772,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000329,ENSPANT00000015755,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030319,ENSPANT00000038290,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026659,ENSPANT00000021151,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000013529,ENSPANT00000001898,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034099,ENSPANT00000049251,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033467,ENSPANT00000047787,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000015190,ENSPANT00000024509,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001643,ENSPANT00000002875,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033188,ENSPANT00000047275,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035851,ENSPANT00000035985,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032251,ENSPANT00000040388,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000009293,ENSPANT00000016973,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030377,ENSPANT00000044319,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010694,ENSPANT00000005048,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004706,ENSPANT00000002574,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034910,ENSPANT00000033448,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001331,ENSPANT00000017025,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034767,ENSPANT00000045613,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031193,ENSPANT00000034295,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032798,ENSPANT00000041807,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000011189,ENSPANT00000018145,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000010124,ENSPANT00000016776,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002404,ENSPANT00000018148,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031406,ENSPANT00000040403,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000006565,ENSPANT00000021468,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031273,ENSPANT00000043037,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030057,ENSPANT00000038157,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032085,ENSPANT00000031602,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000025389,ENSPANT00000018197,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032014,ENSPANT00000036575,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004395,ENSPANT00000023531,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030923,ENSPANT00000052508,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026561,ENSPANT00000002091,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000012347,ENSPANT00000002143,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001059,ENSPANT00000016344,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029543,ENSPANT00000033636,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000872,ENSPANT00000011491,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000022188,ENSPANT00000016228,PSPH,phosphoserine phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101026760],PSPH,ENSG00000146733
ENSPANG00000022188,ENSPANT00000037539,PSPH,phosphoserine phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101026760],PSPH,ENSG00000146733
ENSPANG00000004564,ENSPANT00000000112,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001750,ENSPANT00000014948,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000023912,ENSPANT00000001901,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029355,ENSPANT00000017623,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026521,ENSPANT00000020229,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014996,ENSPANT00000024401,CAMSAP3,calmodulin regulated spectrin associated protein family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:101020195],CAMSAP3,ENSG00000076826
ENSPANG00000014996,ENSPANT00000051507,CAMSAP3,calmodulin regulated spectrin associated protein family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:101020195],CAMSAP3,ENSG00000076826
ENSPANG00000026920,ENSPANT00000017010,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014944,ENSPANT00000027799,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027232,ENSPANT00000000195,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026951,ENSPANT00000010935,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035085,ENSPANT00000058431,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030878,ENSPANT00000051347,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027228,ENSPANT00000015196,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033726,ENSPANT00000004288,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031250,ENSPANT00000056205,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032060,ENSPANT00000041728,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001404,ENSPANT00000001906,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003342,ENSPANT00000018695,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029493,ENSPANT00000044504,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029547,ENSPANT00000031931,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034655,ENSPANT00000015964,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001734,ENSPANT00000001160,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029652,ENSPANT00000032544,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000003213,ENSPANT00000021951,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033661,ENSPANT00000000233,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034271,ENSPANT00000034051,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002001,ENSPANT00000009404,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002809,ENSPANT00000016558,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002850,ENSPANT00000015430,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004562,ENSPANT00000004762,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033733,ENSPANT00000049914,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034937,ENSPANT00000045375,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000013997,ENSPANT00000027131,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033253,ENSPANT00000033897,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001960,ENSPANT00000007359,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000016282,ENSPANT00000017240,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001775,ENSPANT00000020130,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000011972,ENSPANT00000011664,THAP11,THAP domain containing 11 [Source:NCBI gene (formerly Entrezgene);Acc:101022565],THAP11,ENSG00000168286
ENSPANG00000031104,ENSPANT00000050713,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030453,ENSPANT00000039180,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030607,ENSPANT00000039360,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027027,ENSPANT00000000481,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000012613,ENSPANT00000001354,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032838,ENSPANT00000039933,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031838,ENSPANT00000053701,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000025608,ENSPANT00000013388,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000033176,ENSPANT00000041189,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000013733,ENSPANT00000028741,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014687,ENSPANT00000005500,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034842,ENSPANT00000021205,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000462,ENSPANT00000006528,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002659,ENSPANT00000013560,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000012082,ENSPANT00000017178,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031679,ENSPANT00000013236,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000000580,ENSPANT00000026005,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000029927,ENSPANT00000051482,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031780,ENSPANT00000051010,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000014901,ENSPANT00000023935,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000004159,ENSPANT00000019161,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000005655,ENSPANT00000006884,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000012301,ENSPANT00000023581,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030196,ENSPANT00000049213,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026977,ENSPANT00000004622,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000032217,ENSPANT00000036038,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026732,ENSPANT00000015552,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000008297,ENSPANT00000015008,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000001336,ENSPANT00000003468,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035752,ENSPANT00000031679,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000008305,ENSPANT00000012560,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000035048,ENSPANT00000046919,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000005186,ENSPANT00000003792,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000031281,ENSPANT00000001928,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030175,ENSPANT00000054158,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000011648,ENSPANT00000012365,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000009343,ENSPANT00000008636,MED7,mediator complex subunit 7 [Source:NCBI gene (formerly Entrezgene);Acc:101012255],MED7,ENSG00000155868
ENSPANG00000011681,ENSPANT00000019637,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000002361,ENSPANT00000017581,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000027056,ENSPANT00000003562,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000030596,ENSPANT00000052623,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000034617,ENSPANT00000044870,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
ENSPANG00000026525,ENSPANT00000012495,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],,
